user_id,minutes_signup_purchase,device_count
193916,108322.0,1
275769,95170.0,2
76390,0.0,7
105255,111515.0,2
92326,29856.0,1
60026,0.0,12
43856,29393.0,1
2888,122311.0,1
111205,108877.0,1
60136,0.0,11
195130,0.0,10
193352,0.0,13
376268,143314.0,1
394797,142121.0,1
375927,166734.0,2
318779,0.0,6
170602,0.0,7
274676,102019.0,2
234510,0.0,11
122644,75019.0,1
254390,46698.0,1
87238,91952.0,2
382328,119608.0,1
186163,0.0,15
372374,156125.0,1
165688,46411.0,1
70002,0.0,11
331380,104642.0,1
290700,82956.0,1
55512,0.0,9
167416,41635.0,1
122498,0.0,12
247131,0.0,11
174071,79421.0,1
282488,61143.0,1
298215,51614.0,1
265955,109951.0,1
79882,40010.0,1
198357,21708.0,1
206298,149056.0,1
34066,122190.0,1
284893,85743.0,1
123,0.0,6
195917,0.0,13
356985,99926.0,1
170806,170572.0,2
369203,41299.0,1
195743,69184.0,1
206278,0.0,12
227226,108912.0,1
304039,0.0,7
80657,117825.0,1
4852,122105.0,1
390203,0.0,5
353531,0.0,16
15208,0.0,8
398729,108632.0,1
45064,92823.0,1
393396,96151.0,1
249910,62191.0,1
386574,97240.0,1
88064,0.0,10
171554,67778.0,1
101889,121206.0,1
290159,27467.0,1
189416,0.0,9
367611,0.0,14
157949,11581.0,1
49534,0.0,6
78258,111389.0,1
100309,107047.0,1
213329,49164.0,2
182699,2967.0,1
350841,18021.0,1
262997,0.0,10
174460,138311.0,1
224486,117381.0,1
314766,71344.0,1
194934,2786.0,1
33087,114796.0,1
63300,106503.0,2
234363,163210.0,1
324790,133796.0,1
248883,20153.0,1
221665,119572.0,1
346830,56472.0,1
135817,103993.0,1
34562,0.0,9
74099,21906.0,1
37759,129660.0,1
197624,159308.0,1
166114,0.0,6
384574,33027.0,1
22218,102232.0,1
6052,0.0,9
142623,70261.0,2
64929,0.0,9
192657,143690.0,1
368787,92446.0,2
203534,0.0,9
278600,154105.0,1
271794,113267.0,1
81185,0.0,14
31706,18629.0,2
45641,70512.0,1
369049,87107.0,1
26281,106448.0,1
241574,0.0,9
239625,69575.0,1
242271,0.0,5
179572,54520.0,1
240708,149444.0,2
61767,2220.0,1
274844,75824.0,1
34111,0.0,17
28540,107809.0,1
299797,53473.0,1
328815,0.0,13
173271,0.0,6
251860,0.0,10
329164,155356.0,1
45268,60152.0,1
146381,88832.0,1
208271,163261.0,1
51824,0.0,5
107899,83533.0,1
58959,105644.0,1
171621,29366.0,1
270381,153488.0,1
162732,143531.0,2
77511,0.0,8
298311,135720.0,1
212295,0.0,10
218108,120838.0,1
162018,79724.0,1
57218,0.0,13
291762,0.0,7
352613,169495.0,1
163963,150407.0,1
361746,156757.0,1
13067,146058.0,1
109164,127919.0,1
79430,129678.0,1
13508,0.0,9
314979,0.0,13
138950,15813.0,1
361602,0.0,10
101006,35056.0,1
304439,36921.0,1
36821,27675.0,1
104242,102200.0,1
299134,101571.0,1
325336,66130.0,1
179509,0.0,13
192741,155622.0,1
390886,1501.0,1
82970,0.0,5
378938,4097.0,1
115360,0.0,7
20163,0.0,5
49678,9467.0,1
17020,25515.0,1
126725,168294.0,1
162557,64268.0,1
321433,164685.0,1
379388,129874.0,1
255490,53424.0,1
278955,83904.0,1
85814,0.0,9
397138,3362.0,1
195324,82543.0,1
72406,140143.0,1
38642,0.0,7
167244,81848.0,1
291814,163471.0,2
87427,0.0,8
399858,114082.0,1
174170,0.0,10
236582,39863.0,1
296610,64107.0,2
73053,48498.0,1
19875,18242.0,1
19247,163717.0,1
244882,156488.0,1
339391,96176.0,1
249808,5181.0,1
275385,0.0,11
206475,59977.0,1
45694,18653.0,1
329213,164149.0,1
7276,0.0,16
176470,67184.0,1
224581,17312.0,1
270955,38416.0,1
304699,0.0,15
11712,0.0,8
179172,15256.0,1
238335,135963.0,1
378389,18909.0,1
298938,101820.0,1
320403,0.0,8
230831,133996.0,1
37624,47439.0,1
178004,0.0,13
236779,167267.0,1
261669,0.0,12
389880,0.0,13
363669,160910.0,1
33648,25971.0,1
176910,0.0,12
165168,158701.0,1
145854,0.0,8
213474,0.0,12
370295,0.0,8
11294,161943.0,1
140250,116741.0,1
213210,48379.0,2
27937,135274.0,2
312820,0.0,12
102959,0.0,13
186072,130092.0,1
297627,0.0,9
77464,44647.0,1
222789,36185.0,1
181303,78552.0,1
221817,32993.0,1
358814,0.0,9
124822,137120.0,1
203216,122955.0,1
344753,149731.0,1
364447,0.0,9
210245,2073.0,1
214064,144266.0,2
47583,0.0,7
170661,0.0,8
169950,87869.0,1
218607,4780.0,1
168049,0.0,3
328627,164531.0,1
338077,150736.0,1
51735,44685.0,1
278731,105741.0,1
87606,13613.0,1
221417,0.0,13
119630,114650.0,1
67106,0.0,6
90636,138310.0,1
343211,12079.0,1
343387,0.0,4
46162,168704.0,1
215873,89781.0,1
231060,82981.0,1
305605,0.0,9
308853,38848.0,1
233162,10516.0,1
102155,60002.0,1
219519,29095.0,1
112138,166848.0,1
139940,37696.0,2
82675,137321.0,1
176674,165118.0,1
17970,129013.0,1
266469,113507.0,1
27931,7559.0,2
84211,0.0,14
295609,134942.0,1
308922,131439.0,1
123909,126274.0,1
99411,157429.0,1
244540,50020.0,2
159775,0.0,3
133642,0.0,11
206677,78667.0,1
211650,143916.0,1
269172,154401.0,1
15137,35732.0,1
244215,168768.0,1
183660,0.0,10
23099,0.0,11
264057,98383.0,1
291993,147391.0,1
323334,0.0,9
295901,11985.0,1
247624,0.0,11
160849,107580.0,1
33565,164924.0,1
182482,159481.0,1
394258,0.0,9
75570,50354.0,1
281722,37182.0,2
375426,79430.0,1
50363,101191.0,1
257108,0.0,12
69679,141251.0,1
97921,118647.0,1
163188,147061.0,1
279716,64821.0,1
6712,50279.0,1
185669,57228.0,1
243990,21705.0,1
103180,167932.0,1
377011,0.0,13
311092,92882.0,1
380746,0.0,17
396292,95771.0,2
121997,142623.0,1
37149,138143.0,1
336680,0.0,6
159786,0.0,11
256303,36288.0,1
278802,28714.0,1
305429,0.0,14
140881,0.0,5
66753,1037.0,1
16893,117983.0,1
122944,166791.0,1
302009,0.0,12
70063,130671.0,1
250964,0.0,11
331509,319.0,1
151875,91840.0,1
300206,14079.0,1
151592,0.0,10
265019,91754.0,1
50955,87817.0,1
89426,51597.0,1
43899,0.0,5
164288,41309.0,1
372920,33338.0,1
232448,0.0,8
147736,86868.0,2
349422,81221.0,2
31209,91786.0,1
295669,83195.0,2
392988,0.0,11
356919,134409.0,1
131843,65344.0,1
240961,164445.0,1
124286,0.0,8
10719,157494.0,1
276280,0.0,15
304313,74111.0,1
139586,43920.0,1
19019,58005.0,1
266892,0.0,8
332678,42443.0,1
307072,113703.0,7
279372,105693.0,1
188406,169188.0,1
249605,115945.0,1
330703,78298.0,1
199274,87970.0,1
388493,165831.0,1
317905,0.0,12
131612,44680.0,1
115459,0.0,11
212357,0.0,15
157234,39617.0,1
265159,67636.0,1
239806,0.0,11
1056,0.0,19
1972,136252.0,1
173946,162936.0,1
172817,60282.0,1
251281,0.0,8
142536,75592.0,1
282844,32916.0,1
192751,146208.0,1
162463,119367.0,1
104604,81474.0,1
45046,0.0,17
292934,0.0,8
120461,123543.0,1
223638,0.0,8
373814,136713.0,1
36081,0.0,14
356530,4980.0,1
279794,28110.0,1
396681,0.0,9
215246,133907.0,1
191959,60731.0,1
356502,0.0,9
165971,151026.0,1
339436,103280.0,2
203211,109769.0,1
168485,163861.0,1
24891,129513.0,2
54288,106439.0,1
210683,160420.0,2
156748,0.0,8
25919,119805.0,1
170589,156059.0,1
258650,103457.0,1
211066,139793.0,2
223710,14222.0,1
140147,70914.0,1
316660,0.0,9
355764,90905.0,1
269294,0.0,10
61827,115952.0,1
304677,0.0,5
85924,58448.0,1
209759,117268.0,1
397832,23017.0,1
221977,82801.0,1
353307,138259.0,1
168798,20726.0,1
397218,72372.0,1
23160,0.0,12
71535,155090.0,1
2115,163719.0,1
382438,13260.0,1
165512,0.0,8
299985,36469.0,1
134640,142617.0,2
190106,165395.0,1
246596,78614.0,1
293580,86007.0,1
70857,0.0,11
320352,140438.0,2
169343,53506.0,1
344331,136815.0,1
125502,70537.0,1
218714,52135.0,2
2986,0.0,10
229469,48693.0,1
147362,131804.0,1
184106,89231.0,2
359187,74535.0,1
72112,112071.0,1
210430,149527.0,1
109599,85189.0,1
50163,0.0,8
86430,86453.0,1
209135,0.0,11
247392,137075.0,1
7516,0.0,7
348145,5795.0,2
155579,0.0,10
290319,15001.0,1
299237,166078.0,1
183615,106508.0,1
193052,132578.0,1
214849,25901.0,1
267026,69410.0,1
221210,71283.0,1
304015,152009.0,1
39246,142684.0,1
139083,24026.0,1
51795,0.0,11
382484,0.0,14
97870,109417.0,1
104394,34864.0,1
307845,138517.0,2
318808,0.0,9
156690,0.0,12
287167,75530.0,1
155328,140799.0,1
189587,48748.0,1
89580,56022.0,1
104317,0.0,8
112038,50832.0,2
376714,133135.0,1
151301,0.0,9
119564,25730.0,1
27492,39768.0,1
279551,159848.0,2
258707,78974.0,1
287869,0.0,15
198149,40992.0,3
291577,3924.0,2
243333,134381.0,1
92503,23536.0,1
146342,0.0,8
61350,125433.0,1
364072,149587.0,1
297471,30363.0,1
250809,149522.0,1
393851,102476.0,1
1557,119449.0,5
40219,42827.0,1
309268,0.0,17
178471,0.0,6
178490,0.0,11
168437,70781.0,1
308849,105921.0,1
384887,140500.0,1
34933,34258.0,1
242419,0.0,10
235209,0.0,7
162776,0.0,13
373431,22497.0,1
339619,70256.0,1
135697,170034.0,1
119377,0.0,12
389407,0.0,12
229731,0.0,13
69538,0.0,9
119011,117459.0,1
278197,145613.0,1
313400,967.0,1
262131,6286.0,1
48049,0.0,8
252307,0.0,12
300521,0.0,7
95146,0.0,5
192131,99675.0,1
372318,0.0,9
64377,0.0,8
337672,0.0,7
354245,116413.0,1
44341,119303.0,1
278913,153122.0,1
320001,0.0,7
294998,0.0,11
259370,74948.0,1
174920,0.0,6
40059,0.0,11
154925,0.0,8
240856,0.0,12
36467,44523.0,1
198360,160579.0,1
52636,0.0,6
145057,0.0,13
86922,166304.0,1
66831,151564.0,1
267889,14800.0,1
324855,125818.0,1
275395,10203.0,7
192262,130368.0,1
96835,161687.0,1
356740,73903.0,2
159020,50877.0,1
230567,0.0,6
132904,0.0,11
61017,163519.0,2
32047,34458.0,1
339493,50833.0,2
296773,48497.0,1
40255,146962.0,1
186305,95718.0,1
334589,0.0,9
286472,0.0,13
116204,0.0,15
364662,17668.0,1
377145,159397.0,1
389287,11120.0,1
267693,0.0,8
90952,44003.0,2
269420,0.0,10
157857,110713.0,1
291344,0.0,8
243806,111961.0,1
131870,0.0,12
315683,67528.0,12
38040,137603.0,1
143990,126992.0,1
63586,73228.0,2
9105,0.0,9
250094,125967.0,1
183608,48061.0,1
124401,0.0,11
337835,4477.0,1
268749,0.0,9
230108,14955.0,1
182739,113265.0,1
302618,99451.0,1
247916,0.0,9
268515,0.0,9
373549,93468.0,1
173477,116407.0,2
291674,137237.0,1
354104,0.0,12
351577,55528.0,1
385773,0.0,7
362801,0.0,11
821,153742.0,2
179453,22009.0,1
166235,87693.0,1
164222,167368.0,1
279864,0.0,12
350728,0.0,7
273819,19788.0,2
10214,30855.0,1
229185,34299.0,1
395831,6347.0,1
106394,0.0,10
104321,139210.0,1
96162,0.0,7
153343,155856.0,1
11687,156553.0,1
314681,47099.0,1
193593,2715.0,1
104261,123902.0,1
184010,51211.0,1
141096,90960.0,1
396872,0.0,5
121655,0.0,8
372584,10017.0,1
338876,118321.0,1
149826,121678.0,1
280130,60693.0,2
193877,6087.0,1
162442,108110.0,1
349947,97256.0,1
132211,0.0,7
53105,0.0,12
187127,37723.0,1
136816,30036.0,1
339444,16865.0,1
98707,0.0,10
285946,149150.0,1
194200,0.0,11
394653,0.0,14
84871,51362.0,1
131014,56759.0,1
370315,36620.0,1
197885,87533.0,1
209171,0.0,5
285747,0.0,13
299107,143065.0,1
90547,52240.0,1
157327,0.0,10
162988,148509.0,1
3388,0.0,9
337271,50499.0,1
187037,23142.0,2
86202,147918.0,1
155416,120855.0,1
27748,167824.0,1
239522,8788.0,1
321855,0.0,9
307544,36187.0,6
29332,124002.0,1
245192,45419.0,2
97562,98621.0,1
186513,70137.0,1
392706,0.0,11
334243,159410.0,1
130692,0.0,5
334903,117661.0,1
221265,112727.0,1
7581,100497.0,1
10712,108438.0,1
395275,126796.0,1
157067,0.0,9
333417,8328.0,1
140206,90840.0,1
59025,145157.0,1
336010,135742.0,1
15683,171711.0,1
354316,120979.0,1
286666,0.0,11
366173,0.0,9
141717,0.0,12
302953,47905.0,1
8863,0.0,17
235100,104702.0,1
195161,72203.0,1
68015,0.0,14
364435,0.0,8
181876,127113.0,2
298536,100570.0,1
81015,84027.0,2
365520,122110.0,1
358480,12281.0,1
245137,72461.0,1
378507,1323.0,1
360260,17275.0,1
267877,43001.0,1
114963,0.0,8
15485,7413.0,2
290872,112278.0,1
258069,0.0,6
202123,0.0,6
355736,43977.0,1
5327,56493.0,2
369814,105983.0,1
125680,78581.0,1
81904,27093.0,1
281555,49769.0,1
211257,120357.0,1
278882,0.0,14
247571,56831.0,1
210163,0.0,7
11710,90200.0,1
353286,30344.0,1
84544,15310.0,2
282655,38295.0,1
114992,0.0,10
191956,72818.0,1
366770,83222.0,1
74732,114019.0,1
118528,22419.0,1
135401,52682.0,1
13024,139929.0,1
157652,103502.0,1
235831,0.0,9
316800,32026.0,1
377283,152579.0,1
19589,62888.0,1
287975,129425.0,1
235277,149275.0,2
146348,0.0,9
83511,71745.0,1
151873,40533.0,1
320790,29322.0,1
103203,21168.0,1
5086,108741.0,1
63992,127106.0,2
276329,103914.0,1
268161,0.0,13
104723,124034.0,1
301261,160042.0,1
54946,150387.0,1
102298,21678.0,1
60362,113884.0,1
34532,0.0,8
33096,148389.0,1
63420,48689.0,2
181576,0.0,8
14508,56029.0,1
300089,0.0,9
81341,114510.0,1
357217,0.0,9
299746,34378.0,1
339341,0.0,5
188147,148408.0,1
330567,34979.0,1
338597,0.0,11
43481,0.0,8
75114,158232.0,1
290671,167250.0,1
99187,0.0,6
74317,8183.0,1
395395,89847.0,1
326689,0.0,9
394007,0.0,10
61017,163519.0,2
10984,0.0,12
355224,0.0,8
387755,0.0,5
119412,70126.0,1
291149,129578.0,2
191664,79648.0,1
312052,27974.0,2
111210,148873.0,2
36909,0.0,8
299946,91559.0,1
142424,68637.0,1
82585,144986.0,1
266736,0.0,9
218792,67232.0,1
254883,102029.0,2
259549,157306.0,1
210509,101364.0,1
119750,0.0,16
353907,0.0,10
363379,30518.0,1
348275,109922.0,1
62882,113497.0,2
116070,110740.0,1
308359,0.0,10
68258,66785.0,1
376905,116075.0,1
361077,162479.0,9
65237,0.0,8
181160,36181.0,2
188874,141792.0,1
105393,23825.0,1
230106,62787.0,1
94190,146642.0,1
43777,115737.0,2
21533,57386.0,2
161815,115445.0,1
108595,13491.0,1
150926,0.0,5
281728,24857.0,2
262087,0.0,9
253146,127320.0,1
329558,6419.0,1
264447,9069.0,2
16804,167038.0,1
376544,0.0,12
154784,0.0,12
395977,62170.0,2
375640,99078.0,1
26587,137978.0,1
205328,5039.0,1
213491,0.0,9
241048,11610.0,1
388334,117868.0,1
78399,137017.0,1
245769,0.0,12
318611,0.0,13
49212,107479.0,1
366027,65522.0,2
282147,152119.0,1
335518,66210.0,1
108133,31031.0,1
43770,13167.0,1
176439,0.0,7
181455,136422.0,1
20915,165066.0,1
123709,0.0,10
59190,25812.0,1
249646,57099.0,1
24980,54508.0,1
108760,120886.0,1
307232,69049.0,1
104068,1.0,13
87819,91856.0,1
218448,69255.0,1
154861,97571.0,1
5677,0.0,5
326801,0.0,7
367140,78918.0,1
141122,109812.0,1
155704,115709.0,1
374198,27735.0,1
31040,109861.0,1
338701,27661.0,1
365002,159172.0,1
230910,70951.0,1
70744,0.0,10
123643,126114.0,1
51331,64958.0,1
266819,30283.0,1
158896,135669.0,1
223601,0.0,11
294792,0.0,8
200012,32279.0,1
161747,1242.0,2
331574,0.0,14
242109,0.0,8
309666,151045.0,1
205797,49249.0,1
285632,0.0,7
316935,91865.0,1
10099,0.0,7
130356,63996.0,1
166958,4450.0,1
7528,0.0,10
62860,40013.0,1
138810,15.0,2
310541,9322.0,1
69993,0.0,9
142045,12499.0,1
155673,117347.0,1
271962,22739.0,1
347091,0.0,8
328028,0.0,8
179699,35686.0,1
344459,0.0,17
341936,0.0,10
393568,146770.0,1
157023,169312.0,2
369709,0.0,7
42931,0.0,8
368150,118639.0,1
82502,10124.0,1
260719,0.0,9
73267,119839.0,1
86029,67862.0,1
47041,0.0,9
110480,85377.0,2
294311,4570.0,2
122943,63114.0,2
109408,69596.0,1
366255,26908.0,2
144495,124361.0,2
307197,0.0,9
286646,0.0,9
322311,140522.0,2
291616,58073.0,1
183959,57039.0,1
127009,66732.0,1
238901,86374.0,1
250830,0.0,7
129617,109017.0,1
255069,80342.0,1
310922,0.0,8
152601,118671.0,1
253566,0.0,9
84408,0.0,10
265226,41225.0,1
157608,1093.0,1
144504,0.0,12
388738,20789.0,2
46927,83586.0,1
295259,0.0,8
212650,102434.0,1
140682,0.0,6
203755,147287.0,1
327804,65990.0,1
197610,30767.0,1
169832,75847.0,1
133219,108707.0,1
343112,56880.0,1
373202,5455.0,2
18145,159785.0,1
356755,110903.0,1
46846,85440.0,1
257745,0.0,13
215133,50579.0,1
332048,82633.0,1
123424,0.0,13
105715,171853.0,1
183497,52192.0,1
1986,162326.0,1
370386,0.0,9
40009,0.0,12
353946,0.0,8
377612,160645.0,1
201943,42657.0,1
92908,38370.0,1
206144,0.0,11
154535,16206.0,1
49173,99888.0,1
137107,0.0,11
227736,109465.0,1
1986,162326.0,1
281636,103419.0,1
294757,168691.0,2
282806,0.0,7
357017,0.0,12
373416,662.0,1
357634,149362.0,1
85608,51807.0,1
233204,0.0,8
389733,36521.0,2
198433,0.0,8
168577,338.0,1
270915,0.0,14
215167,0.0,10
343214,131625.0,1
12202,30273.0,1
231977,91848.0,1
302056,110335.0,1
51249,0.0,14
274864,162900.0,1
207144,137403.0,1
27813,0.0,9
88526,141342.0,1
311186,158870.0,1
384854,63241.0,2
201527,163791.0,1
377300,57155.0,1
135734,142093.0,1
222745,115726.0,1
117657,29382.0,1
129961,0.0,13
266696,0.0,12
324072,98551.0,2
242238,70125.0,1
72642,0.0,11
353604,74831.0,1
181175,61828.0,1
23367,7373.0,1
324861,88924.0,1
132402,154024.0,1
203980,52311.0,1
161281,25287.0,1
289328,0.0,10
44508,46061.0,2
148947,86705.0,1
185433,35013.0,1
247503,0.0,7
290857,0.0,5
145897,172766.0,1
391120,60747.0,1
8730,1.0,6
12843,131531.0,1
232408,36371.0,2
164942,40303.0,1
164525,120944.0,1
271711,117808.0,1
107204,136013.0,1
373117,150509.0,1
249319,0.0,16
224938,0.0,16
319228,126715.0,1
314405,101070.0,1
259961,48604.0,1
90944,40873.0,1
381825,79869.0,1
49474,2797.0,2
236123,12690.0,1
350828,0.0,8
79094,130261.0,1
147663,96307.0,1
340554,152168.0,2
201203,0.0,13
90140,16352.0,1
331489,104797.0,1
69640,22548.0,1
38944,0.0,6
242872,0.0,10
82546,165412.0,1
354459,101108.0,7
93256,125348.0,1
59575,10777.0,1
215013,70867.0,1
391266,46250.0,1
46223,61394.0,1
132017,166280.0,1
355836,23274.0,1
22397,0.0,10
32045,0.0,12
236458,152604.0,2
251381,0.0,9
399092,63396.0,1
58964,19180.0,1
140216,133487.0,2
276520,0.0,14
214157,0.0,9
117620,102434.0,1
203118,77917.0,1
44,153601.0,1
330098,0.0,5
394308,55331.0,1
219964,0.0,9
214382,0.0,11
356117,11219.0,1
148193,167903.0,1
176726,113055.0,2
116956,114110.0,2
79946,107342.0,2
395056,122513.0,1
114031,170317.0,1
49589,95664.0,1
89901,0.0,8
155156,128827.0,1
30058,91344.0,1
147658,65857.0,1
238449,11843.0,1
28108,62070.0,1
105716,0.0,9
230508,128807.0,2
377017,0.0,9
258206,105559.0,1
4971,0.0,5
322147,27463.0,1
245339,83123.0,1
394635,167792.0,1
137103,27669.0,1
215056,0.0,8
72161,0.0,11
336993,164128.0,1
131809,44642.0,1
146562,34115.0,1
123838,159874.0,1
296048,74300.0,1
53799,0.0,5
103754,119987.0,1
210339,135195.0,1
222822,126008.0,1
242040,97172.0,1
376924,146476.0,1
315438,0.0,8
115964,0.0,16
12345,0.0,14
159158,50735.0,1
248502,110022.0,1
234942,21340.0,1
68590,0.0,10
313928,97046.0,1
274382,0.0,10
171386,150416.0,2
362646,0.0,12
139118,0.0,10
371517,146714.0,1
394757,153234.0,1
200398,99011.0,2
191379,0.0,16
313896,16711.0,1
156393,0.0,6
352179,122937.0,1
370313,73013.0,1
88180,1.0,11
374872,73830.0,2
195636,30251.0,2
261903,110204.0,1
69834,152835.0,1
141399,94913.0,1
158852,115222.0,1
170971,0.0,7
397264,134041.0,1
293689,0.0,8
65441,159640.0,1
348411,168089.0,1
293231,134185.0,1
367891,67741.0,1
22061,79326.0,2
279766,71511.0,1
307183,34158.0,1
284450,86851.0,1
377919,171027.0,1
388945,7409.0,1
171042,73079.0,1
355509,0.0,7
6299,89677.0,1
383017,144462.0,1
39567,0.0,5
46825,0.0,9
36914,0.0,11
72612,22470.0,1
287014,0.0,13
86647,20135.0,1
304703,67815.0,1
325772,68274.0,1
92572,67314.0,1
17798,0.0,6
321591,0.0,7
226038,52422.0,1
234565,31883.0,1
80952,9432.0,1
171957,120008.0,2
116904,114264.0,1
178930,140351.0,1
109720,126649.0,1
92309,99093.0,1
70586,0.0,10
262946,65870.0,1
270918,25713.0,1
121205,0.0,12
237722,156874.0,1
333202,123143.0,1
359478,125897.0,1
318478,127314.0,2
72744,0.0,9
354531,132053.0,1
301045,105736.0,1
340501,81934.0,1
49284,43208.0,1
282138,56469.0,1
65918,69415.0,1
129399,0.0,6
138778,0.0,6
130943,76468.0,1
114558,98358.0,2
242347,7376.0,1
37236,79922.0,1
333427,0.0,13
129717,25921.0,1
338721,0.0,7
118951,96936.0,2
379921,101807.0,2
52140,0.0,13
377581,121806.0,1
5108,81481.0,1
66284,32702.0,1
306307,78096.0,1
335312,47224.0,1
220289,48023.0,1
277475,104475.0,1
4779,0.0,6
398042,162699.0,2
284203,0.0,9
397724,0.0,11
295644,0.0,10
346186,160102.0,1
188701,120836.0,1
174556,80595.0,1
229636,79208.0,1
256276,0.0,12
252156,53855.0,1
96059,17450.0,1
95792,0.0,14
36090,106819.0,1
166933,67714.0,1
304332,111939.0,1
94116,99808.0,1
116554,44935.0,1
303280,0.0,4
162581,31251.0,1
147820,0.0,10
279982,57617.0,1
263076,129692.0,1
40574,0.0,8
260183,150507.0,1
181020,142340.0,1
311570,156719.0,1
284050,169831.0,1
162434,15165.0,1
261445,139256.0,1
79366,112563.0,1
296274,1239.0,1
346304,90942.0,2
360652,63773.0,1
340743,101616.0,1
304387,0.0,9
165184,146702.0,1
230684,0.0,8
